branch	go_direction	native	name	term_selected_gene_count	rss_gene_count	example_rss_genes	rss_fraction_of_term_genes	generic_label_filtered
WT/FF	up	GO:0006886	intracellular protein transport	34	1	Il6	0.029411764705882353	False
cKO/CRE	up	GO:0072594	establishment of protein localization to organelle	34	1	Il6	0.029411764705882353	False
cKO/CRE	up	GO:0051960	regulation of nervous system development	35	1	Il6	0.02857142857142857	False
WT/FF	up	GO:0051248	negative regulation of protein metabolic process	37	1	Serpine1	0.02702702702702703	False
cKO/CRE	up	GO:0090066	regulation of anatomical structure size	37	1	Ucn	0.02702702702702703	False
WT/FF	up	GO:0045596	negative regulation of cell differentiation	39	1	Ccn4	0.02564102564102564	False
WT/FF	up	GO:0065009	regulation of molecular function	39	1	Grp	0.02564102564102564	False
cKO/CRE	up	GO:0008285	negative regulation of cell population proliferation	42	1	Il6	0.023809523809523808	False
cKO/CRE	up	GO:0040008	regulation of growth	43	1	Ucn	0.023255813953488372	False
WT/FF	up	GO:0033365	protein localization to organelle	47	1	Il6	0.02127659574468085	False
cKO/CRE	up	GO:0006886	intracellular protein transport	49	1	Il6	0.02040816326530612	False
WT/FF	up	GO:0060284	regulation of cell development	50	1	Il6	0.02	False
cKO/CRE	up	GO:0061024	membrane organization	50	1	Slamf1	0.02	False
cKO/CRE	up	GO:0060284	regulation of cell development	52	1	Il6	0.019230769230769232	False
cKO/CRE	up	GO:0000122	negative regulation of transcription by RNA polymerase II	53	1	Ankrd1	0.018867924528301886	False
cKO/CRE	up	GO:0040007	growth	56	1	Ucn	0.017857142857142856	False
WT/FF	up	GO:0046907	intracellular transport	62	1	Il6	0.016129032258064516	False
WT/FF	up	GO:1901698	response to nitrogen compound	62	1	Vgf	0.016129032258064516	False
WT/FF	up	GO:0007010	cytoskeleton organization	68	1	Krt6a	0.014705882352941176	False
cKO/CRE	up	GO:0033365	protein localization to organelle	68	1	Il6	0.014705882352941176	False
cKO/CRE	up	GO:0045892	negative regulation of DNA-templated transcription	68	1	Ankrd1	0.014705882352941176	False
cKO/CRE	up	GO:1902679	negative regulation of RNA biosynthetic process	69	1	Ankrd1	0.014492753623188406	False
cKO/CRE	up	GO:0051253	negative regulation of RNA metabolic process	74	1	Ankrd1	0.013513513513513514	False
cKO/CRE	up	GO:1901698	response to nitrogen compound	76	1	Vgf	0.013157894736842105	False
cKO/CRE	up	GO:0007049	cell cycle	77	1	Serpine1	0.012987012987012988	False
cKO/CRE	up	GO:0007010	cytoskeleton organization	80	1	Krt6a	0.0125	False
cKO/CRE	up	GO:0045934	negative regulation of nucleobase-containing compound metabolic process	81	1	Ankrd1	0.012345679012345678	False
cKO/CRE	up	GO:0044281	small molecule metabolic process	85	1	Il6	0.011764705882352941	False
cKO/CRE	up	GO:0046907	intracellular transport	87	1	Il6	0.011494252873563218	False
cKO/CRE	up	GO:0009057	macromolecule catabolic process	90	1	ENSMUSG00000025279	0.011111111111111112	False
cKO/CRE	up	GO:0009056	catabolic process	131	1	ENSMUSG00000025279	0.007633587786259542	False
WT/FF	down	GO:0099171	presynaptic modulation of chemical synaptic transmission	5	0		0.0	False
WT/FF	up	GO:0000768	syncytium formation by plasma membrane fusion	9	0		0.0	False
WT/FF	up	GO:0001933	negative regulation of protein phosphorylation	18	0		0.0	False
WT/FF	up	GO:0002831	regulation of response to biotic stimulus	28	0		0.0	False
WT/FF	up	GO:0003158	endothelium development	13	0		0.0	False
WT/FF	up	GO:0006413	translational initiation	12	0		0.0	False
WT/FF	up	GO:0006949	syncytium formation	9	0		0.0	False
WT/FF	up	GO:0006986	response to unfolded protein	13	0		0.0	False
WT/FF	up	GO:0007264	small GTPase-mediated signal transduction	32	0		0.0	False
WT/FF	up	GO:0007266	Rho protein signal transduction	14	0		0.0	False
WT/FF	up	GO:0008643	carbohydrate transport	14	0		0.0	False
WT/FF	up	GO:0008645	hexose transmembrane transport	12	0		0.0	False
WT/FF	up	GO:0009056	catabolic process	92	0		0.0	False
WT/FF	up	GO:0009057	macromolecule catabolic process	61	0		0.0	False
WT/FF	up	GO:0009894	regulation of catabolic process	46	0		0.0	False
WT/FF	up	GO:0010563	negative regulation of phosphorus metabolic process	20	0		0.0	False
WT/FF	up	GO:0015749	monosaccharide transmembrane transport	14	0		0.0	False
WT/FF	up	GO:0030036	actin cytoskeleton organization	36	0		0.0	False
WT/FF	up	GO:0030163	protein catabolic process	44	0		0.0	False
WT/FF	up	GO:0031400	negative regulation of protein modification process	21	0		0.0	False
WT/FF	up	GO:0034219	carbohydrate transmembrane transport	14	0		0.0	False
WT/FF	up	GO:0034250	positive regulation of amide metabolic process	7	0		0.0	False
WT/FF	up	GO:0034620	cellular response to unfolded protein	10	0		0.0	False
WT/FF	up	GO:0034976	response to endoplasmic reticulum stress	20	0		0.0	False
WT/FF	up	GO:0035966	response to topologically incorrect protein	13	0		0.0	False
WT/FF	up	GO:0036010	protein localization to endosome	8	0		0.0	False
WT/FF	up	GO:0042326	negative regulation of phosphorylation	19	0		0.0	False
WT/FF	up	GO:0045088	regulation of innate immune response	26	0		0.0	False
WT/FF	up	GO:0045446	endothelial cell differentiation	13	0		0.0	False
WT/FF	up	GO:0045936	negative regulation of phosphate metabolic process	20	0		0.0	False
WT/FF	up	GO:0046323	D-glucose import	10	0		0.0	False
WT/FF	up	GO:0051668	localization within membrane	38	0		0.0	False
WT/FF	up	GO:0070059	intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress	10	0		0.0	False
WT/FF	up	GO:0072659	protein localization to plasma membrane	20	0		0.0	False
WT/FF	up	GO:0140253	cell-cell fusion	9	0		0.0	False
WT/FF	up	GO:1901699	cellular response to nitrogen compound	38	0		0.0	False
WT/FF	up	GO:1903825	organic acid transmembrane transport	14	0		0.0	False
WT/FF	up	GO:1904659	D-glucose transmembrane transport	12	0		0.0	False
WT/FF	up	GO:1905039	carboxylic acid transmembrane transport	14	0		0.0	False
WT/FF	up	GO:1905477	positive regulation of protein localization to membrane	12	0		0.0	False
cKO/CRE	down	GO:0099171	presynaptic modulation of chemical synaptic transmission	5	0		0.0	False
cKO/CRE	down	GO:1902531	regulation of intracellular signal transduction	17	0		0.0	False
cKO/CRE	up	GO:0001667	ameboidal-type cell migration	22	0		0.0	False
cKO/CRE	up	GO:0002221	pattern recognition receptor signaling pathway	21	0		0.0	False
cKO/CRE	up	GO:0002253	activation of immune response	34	0		0.0	False
cKO/CRE	up	GO:0002757	immune response-activating signaling pathway	32	0		0.0	False
cKO/CRE	up	GO:0002758	innate immune response-activating signaling pathway	21	0		0.0	False
cKO/CRE	up	GO:0002764	immune response-regulating signaling pathway	32	0		0.0	False
cKO/CRE	up	GO:0002831	regulation of response to biotic stimulus	39	0		0.0	False
cKO/CRE	up	GO:0006413	translational initiation	14	0		0.0	False
cKO/CRE	up	GO:0006418	tRNA aminoacylation for protein translation	8	0		0.0	False
cKO/CRE	up	GO:0006511	ubiquitin-dependent protein catabolic process	38	0		0.0	False
cKO/CRE	up	GO:0006520	amino acid metabolic process	22	0		0.0	False
cKO/CRE	up	GO:0006986	response to unfolded protein	15	0		0.0	False
cKO/CRE	up	GO:0007264	small GTPase-mediated signal transduction	38	0		0.0	False
cKO/CRE	up	GO:0009267	cellular response to starvation	20	0		0.0	False
cKO/CRE	up	GO:0009790	embryo development	69	0		0.0	False
cKO/CRE	up	GO:0009894	regulation of catabolic process	65	0		0.0	False
cKO/CRE	up	GO:0009896	positive regulation of catabolic process	36	0		0.0	False
cKO/CRE	up	GO:0010256	endomembrane system organization	35	0		0.0	False
cKO/CRE	up	GO:0014858	positive regulation of skeletal muscle cell proliferation	4	0		0.0	False
cKO/CRE	up	GO:0016197	endosomal transport	22	0		0.0	False
cKO/CRE	up	GO:0019941	modification-dependent protein catabolic process	38	0		0.0	False
cKO/CRE	up	GO:0030163	protein catabolic process	65	0		0.0	False
cKO/CRE	up	GO:0030968	endoplasmic reticulum unfolded protein response	11	0		0.0	False
cKO/CRE	up	GO:0031334	positive regulation of protein-containing complex assembly	19	0		0.0	False
cKO/CRE	up	GO:0031348	negative regulation of defense response	22	0		0.0	False
cKO/CRE	up	GO:0031669	cellular response to nutrient levels	23	0		0.0	False
cKO/CRE	up	GO:0032611	interleukin-1 beta production	13	0		0.0	False
cKO/CRE	up	GO:0032612	interleukin-1 production	13	0		0.0	False
cKO/CRE	up	GO:0032651	regulation of interleukin-1 beta production	13	0		0.0	False
cKO/CRE	up	GO:0032652	regulation of interleukin-1 production	13	0		0.0	False
cKO/CRE	up	GO:0033002	muscle cell proliferation	23	0		0.0	False
cKO/CRE	up	GO:0034620	cellular response to unfolded protein	12	0		0.0	False
cKO/CRE	up	GO:0034976	response to endoplasmic reticulum stress	26	0		0.0	False
cKO/CRE	up	GO:0035966	response to topologically incorrect protein	16	0		0.0	False
cKO/CRE	up	GO:0035967	cellular response to topologically incorrect protein	13	0		0.0	False
cKO/CRE	up	GO:0036010	protein localization to endosome	7	0		0.0	False
cKO/CRE	up	GO:0038179	neurotrophin signaling pathway	9	0		0.0	False
cKO/CRE	up	GO:0042149	cellular response to glucose starvation	12	0		0.0	False
cKO/CRE	up	GO:0042176	regulation of protein catabolic process	27	0		0.0	False
cKO/CRE	up	GO:0042594	response to starvation	23	0		0.0	False
cKO/CRE	up	GO:0043254	regulation of protein-containing complex assembly	29	0		0.0	False
cKO/CRE	up	GO:0043632	modification-dependent macromolecule catabolic process	38	0		0.0	False
cKO/CRE	up	GO:0044087	regulation of cellular component biogenesis	58	0		0.0	False
cKO/CRE	up	GO:0044089	positive regulation of cellular component biogenesis	34	0		0.0	False
cKO/CRE	up	GO:0045088	regulation of innate immune response	35	0		0.0	False
cKO/CRE	up	GO:0045089	positive regulation of innate immune response	26	0		0.0	False
cKO/CRE	up	GO:0046777	protein autophosphorylation	15	0		0.0	False
cKO/CRE	up	GO:0046847	filopodium assembly	11	0		0.0	False
cKO/CRE	up	GO:0048589	developmental growth	46	0		0.0	False
cKO/CRE	up	GO:0048598	embryonic morphogenesis	39	0		0.0	False
cKO/CRE	up	GO:0048638	regulation of developmental growth	31	0		0.0	False
cKO/CRE	up	GO:0051099	positive regulation of binding	7	0		0.0	False
cKO/CRE	up	GO:0051603	proteolysis involved in protein catabolic process	45	0		0.0	False
cKO/CRE	up	GO:0051668	localization within membrane	55	0		0.0	False
cKO/CRE	up	GO:0051726	regulation of cell cycle	56	0		0.0	False
cKO/CRE	up	GO:0060322	head development	47	0		0.0	False
cKO/CRE	up	GO:0060996	dendritic spine development	14	0		0.0	False
cKO/CRE	up	GO:0070059	intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress	10	0		0.0	False
cKO/CRE	up	GO:0072657	protein localization to membrane	48	0		0.0	False
cKO/CRE	up	GO:0072659	protein localization to plasma membrane	26	0		0.0	False
cKO/CRE	up	GO:0150052	regulation of postsynapse assembly	10	0		0.0	False
cKO/CRE	up	GO:1901699	cellular response to nitrogen compound	48	0		0.0	False
cKO/CRE	up	GO:1903828	negative regulation of protein localization	20	0		0.0	False
cKO/CRE	up	GO:1990778	protein localization to cell periphery	30	0		0.0	False
